Frequency Log(Hz), Gain (dB), Phase (deg)
3.00000330702098, 23.05263060045, 147.656683554375
3.00833573549003, 46.0495014229659, 165.701506835458
3.01666702569425, 38.7321420909782, 205.369507132957
3.02499426213247, 45.1327118251734, 275.269130697799
3.03333342621643, 39.5456586755434, 346.84103970819
3.04166248971664, 6.79808354422388, 397.679751372967
3.04999706515493, 55.8159437342401, 307.93839632564
3.05833386154708, 50.6121468766273, 291.290273370036
3.06666976961305, 41.7956525699267, 389.416836815679
3.07500185499283, 44.5566301916056, 357.173921482389
3.08332735147194, 32.6349654039855, 379.368604474753
3.09166003005338, 32.9448864479104, 420.52863807096
3.09999650842934, 42.942477409993, 411.040563392085
3.10833358932219, 40.8725428986157, 419.564823972836
3.11666825370778, 36.2241734756102, 438.500931781239
3.12499765403033, 40.3490334897388, 508.264290712591
3.13333398487429, 44.6793156375731, 500.008672651633
3.14167387395365, 39.4029113176612, 647.499196172255
3.14999981694791, 45.6191427778586, 550.840418552392
3.15833771034851, 40.0259077776351, 545.083067360346
3.16667012149489, 51.7267314670879, 563.198150144526
3.17499437664947, 41.1446857201006, 726.833058138608
3.1833344792073, 43.8032037300452, 674.881430353356
3.1916605393469, 39.3956523636177, 679.434698250498
3.19999588945832, 33.7269359132095, 693.70683561405
3.208337026344, 43.5597207310627, 821.426928373614
3.21666835693628, 41.548082384491, 817.839583717672
3.22499949691214, 40.27621511962, 792.917886585561
3.23332747793791, 45.573029687844, 841.168149976729
3.24166109404324, 39.3903897197911, 801.764971912469
3.24999704841057, 42.2745661552359, 926.070195753067
3.25833222610444, 56.7164599036316, 970.365930738348
3.26666368729104, 26.4118350925218, 955.711503083157
3.27499939690885, 49.475655653633, 1017.45942813558
3.28333613341685, 54.7548101402531, 937.340785844597
3.29167085441296, 45.0068571235591, 806.172351696225
3.30000068984962, 43.2674210140015, 823.737876020651
3.30833287848064, 40.5144277049415, 767.17704126854
3.31666430859663, 34.8532614043911, 817.427206302158
3.32500161211616, 37.9583643573169, 802.371846806288
3.33333208802623, 34.5741312539531, 871.914258360413
3.34166234846718, 27.8113652697311, 711.727656529673
3.34999846102084, 37.7918972562693, 606.142727506517
3.3583371139802, 41.8744959497097, 490.850608124132
3.36666648490504, 42.9259452609158, 455.582446886121
3.3750011721899, 42.7090557844134, 381.639312787044
3.38332952961305, 37.4238275368986, 472.898821465429
3.39166534946671, 47.5765252343801, 455.59368532363
3.39999717920894, 38.2532907132442, 450.978732020645
3.4083301604555, 38.5282835600935, 356.121082975964
3.41666899584797, 36.7276355911434, 437.293312973704
3.42500276996446, 48.4719719207406, 584.870093081806
3.43333624039471, 38.4103925082088, 453.961049216298
3.44166644265565, 8.60622528262097, 587.72966621177
3.44999775711607, 40.6767426063936, 529.985243377459
3.45833418161218, 36.3682595945544, 419.63504659324
3.46666554026792, 38.3875963553878, 491.855453642038
3.47500268555671, 42.6346613204029, 334.607017336929
3.48333566298424, 36.8140870691473, 418.94921806534
3.49166824384342, 41.4833745971278, 446.245597240289
3.49999746978964, 34.3155417476345, 461.007773000886
3.50833309893531, 38.3009047872503, 388.214950964064
3.51666563487429, 48.0846192331161, 492.912073777311
3.52499830765425, 33.8669780933483, 452.846113059656
3.53333405174981, 37.2132011413124, 456.805312695557
3.54166390128552, 35.6038596792748, 459.963235827209
3.55000230764832, 32.4503088104152, 426.25159873646
3.55833462259719, 46.3076385707152, 374.647073354986
3.56666917691837, 14.8648362868174, 237.292965657646
3.57499748182666, 38.1260184017639, 71.0725835069948
3.58333274688039, 39.6172807337788, 102.159216553908
3.59166642103915, 38.5067534331158, 90.9193630355747
3.6000006915169, 33.4341647543056, 71.4292810541661
3.60833254263642, 36.6133606969292, 106.88568885417
3.61666890728089, 37.4194399626769, 33.0625197895655
3.6250017526808, 36.2137762760384, 85.6768604057358
3.63333299947328, 37.4980215636309, 70.6631373707016
3.64166437316466, 38.7164003651506, 86.8302048267631
3.65000194238805, 35.2123572287032, 67.8811492246516
3.65833349188261, 37.5765156340991, 108.674116005002
3.66666509297553, 37.0988232752059, 92.8254564394333
3.67499803753525, 38.0851012693707, 131.277025478339
3.68333346249409, 32.1922302227094, 89.4306420196871
3.69166824553575, 39.4757011253117, 126.834063642039
3.69999943970551, 36.6685311073672, 75.8858347630641
3.70833218355827, 36.4209124479468, 95.1882711889284
3.71666729291931, 34.2258470166452, 55.6709898159396
3.72500165224051, 36.7163916665239, 99.1139930812398
3.73333232106426, 31.6796000604858, 85.8508654590946
3.74166752525345, 21.0261572489908, 135.463679533613
3.75000043149688, 39.6892185238937, 79.7405596111934
3.75833171541586, 36.3257337693581, 131.472184951623
3.76666541043912, 41.5990737682366, 73.5263610196137
3.77499839999381, 35.7799815385845, 81.6728071507849
3.78333440379265, 34.9485134467819, 102.871074396679
3.79166700174993, 40.3888232069141, 93.0977216100223
3.7999998142457, 35.4111703186944, 93.2175571332893
3.80833299280412, 35.0895489385724, 65.6045788582332
3.81666662032427, 31.652740347441, 75.7823119406917
3.82500071596204, 33.5813487192983, 90.1834460962326
3.83333227139803, 38.7720150909635, 73.2665443757271
3.84166718525454, 33.3904910970697, 88.1845678443916
3.84999943002093, 37.1636702694827, 93.8404088689264
3.85833458188415, 32.9617953298046, 82.0538972897719
3.86666674587814, 33.8101092709087, 77.1480036737766
3.87500119957869, 33.5755983976172, 86.5379611561577
3.88333218680508, 31.8655010142477, 49.1156358034296
3.89166730387769, 36.9008378593382, 59.438950633948
3.90000079057144, 35.092888502674, 93.0324676688785
3.90833225419609, 32.6696168342864, 84.4182663616934
3.91666617898395, 31.4844950461477, 77.5980745636211
3.92499944531419, 32.5300449397676, 83.0386694859263
3.93333382453733, 31.6961003173919, 57.212214372143
3.94166627196329, 32.3480199965522, 83.1719007752626
3.95000072260443, 32.1797483826708, 79.6531942606072
3.95833408188981, 32.1551793928035, 79.3308477467079
3.96666561319558, 31.376764473753, 72.0823286245595
3.97500100809054, 31.9829345190868, 61.0880010094619
3.98333286400326, 32.1858162140705, 68.1415175255974
3.99166664525469, 30.9008249300655, 99.3135981007804
3.99999926235039, 34.4206136517854, 95.4952780817428
4.00833375159037, 34.721102940171, 81.4452094066581
